က	k a̰
အမှတ်တံဆိပ်	ʔ ə m̥ a ʔ d ə z e ɪ ʔ
အမှန်တရား	ʔ ə m̥ à ɴ t ə j á
အမှာ	ʔ ə m̥ à
အမှား	ʔ ə m̥ á
အမှိုက်	ʔ ə m̥ a ɪ ʔ
အမှုန့်	ʔ ə m̥ o̰ ʊ ɴ
အမှုန်	ʔ ə m̥ ò ʊ ɴ
အယူ	ʔ ə j ù
အယူဝါဒ	ʔ ə j ù w à d a̰
အယ်ဆာဗေဒို	ʔ ɛ̀ sʰ à b è d ò
အယ်လ်ဂျီးရီးယား	ʔ ɛ̀ l d͡ʑ í ɹ í j á
အယ်လ်ဘေးနီးယား	ʔ ɛ̀ l b é n í j á
အရက်	ʔ ə j ɛ ʔ
အရက်ဆိုင်	ʔ ə j ɛ ʔ sʰ à ɪ ɴ
အရင်း	ʔ ə j ɪ́ ɴ
အရင်းရှင်ဝါဒ	ʔ ə j ɪ́ ɴ ʃ ɪ̀ ɴ w à d a̰
အရည်	ʔ ə j ì
အရမ်း	ʔ ə j á ɴ
အရသာ	ʔ ə j a̰ ð à
အရာ	ʔ ə j à
အရာခံဗိုလ်	ʔ ə j à ɡ à ɴ b ò
အရိပ်	ʔ ə j e ɪ ʔ
အရိမဒ္ဒနာပူရ	ʔ a̰ ɹ ḭ m à d d ə n à p ù ɹ a̰
အရိုး	ʔ ə j ó
အရိုးစု	ʔ ə j ó z ṵ
အရိုးပျော့နာ	ʔ a̰ j ó p j ɔ̰ n à
အရီး	ʔ ə j í
အရီးကြီး	ʔ ə j í d͡ʑ í
အရီးလေး	ʔ ə j í l é
အရုဏ်	ʔ ə j ù n
အရုပ်	ʔ ə j o ʊ ʔ
အရုပ်စာ	ʔ ə j o ʊ ʔ s à
အရေ	ʔ ə j è
အရေပြား	ʔ ə j è b j á
အရေပြားရောဂါ	ʔ ə j è b j á j ɔ́ ɡ à
အရောင်	ʔ ə j à ʊ ɴ
အရောင်တင်မှုန့်	ʔ ə j à ʊ ɴ t ɪ̀ ɴ m̥ o̰ ʊ ɴ
အရောင်းအဝယ်	ʔ ə j á ʊ ɴ ʔ ə w ɛ̀
အရေးတော်ပုံ	ʔ ə j é d ɔ̀ b ò ʊ ɴ
အရံဂြိုဟ်	ʔ ə j à ɴ d͡ʑ ò
အရွက်	ʔ ə j w ɛ ʔ
အရွတ်	ʔ ə j ʊ ʔ
အရွယ်ဆယ်ပါး	ʔ ə j w ɛ̀ sʰ ɛ̀ b á
အရှင်	ʔ ə ʃ ɪ̀ ɴ
အရှင်ဘုရား	ʔ ə ʃ ɪ̀ ɴ pʰ ə j á
အရှိန်	ʔ ə ʃ è ɪ ɴ
အရှေ့	ʔ ə ʃ ḛ
အလက်	ʔ ə l ɛ ʔ
အလင်း	ʔ ə l ɪ́ ɴ
အလင်းတန်း	ʔ ə l ɪ́ ɴ d á ɴ
အလင်္ကာ	ʔ ə l ɪ̀ ɴ ɡ à
အလား	ʔ ə l á
အလို	ʔ ə l ò
အလီ	ʔ ə l ì
အလုပ်	ʔ ə l o ʊ ʔ
အလုပ်ပိတ်ရက်	ʔ ə l o ʊ ʔ p e ɪ ʔ j ɛ ʔ
အလုပ်ရှင်	ʔ ə l o ʊ ʔ ʃ ɪ̀ ɴ
အလုပ်လုပ်	ʔ ə l o ʊ ʔ l o ʊ ʔ
အလုပ်သမား	ʔ ə l o ʊ ʔ θ ə m á
အလုပ်သမားနေ့	ʔ ə l o ʊ ʔ θ ə m á n ḛ
အလုံး	ʔ ə l ó ʊ ɴ
အလူမီနီယမ်	ʔ ə l ù m ì n ì j à ɴ
အလောင်း	ʔ ə l á ʊ ɴ
အလေး	ʔ ə l é
အလံ	ʔ ə l à ɴ
အလ္လာဟ်	ʔ à l l à h
အလျင်	ʔ ə l j ɪ̀ ɴ
အလျင်	ʔ ə j ɪ̀ ɴ
အလျား	ʔ ə l j á
အလွန်	ʔ ə l ʊ̀ ɴ
အလှဆီ	ʔ ə l̥ a̰ z ì
အလှမ်း	ʔ ə l̥ á ɴ
အလှူရှင်	ʔ ə l̥ ù ʃ ɪ̀ ɴ
အဝင်	ʔ ə w ɪ̀ ɴ
အဝတ်	ʔ ə w ʊ ʔ
အဝတ်လျှောက်စက်	ʔ ə w ʊ ʔ ʃ a ʊ ʔ s ɛ ʔ
အဝတ်အစား	ʔ ə w ʊ ʔ ʔ ə s á
အဝါ	ʔ ə w à
အသက်	ʔ ə θ ɛ ʔ
အသင်	ʔ ə θ ɪ̀ ɴ
အသင်း	ʔ ə θ ɪ́ ɴ
အသည်း	ʔ ə θ ɛ́
အသည်းနှလုံး	ʔ ə θ ɛ́ n̥ ə l ó ʊ ɴ
အသား	ʔ ə θ á
အသားညှပ်မုန့်	ʔ ə θ á ɲ̊ a ʔ m o̰ ʊ ɴ
အသားမာ	ʔ ə θ ə m à
အသားဝါရောဂါ	ʔ a̰ θ á w à j ɔ́ ɡ à
အသိ	ʔ ə θ ḭ
အသိတရား	ʔ ə θ ḭ t ə j á
အသိပညာ	ʔ ə θ ḭ p j ɪ̀ ɴ ɲ à
အသိပညာရှင်	ʔ ə θ ḭ p j ɪ̀ ɴ ɲ à ʃ ɪ̀ ɴ
အသိုက်	ʔ ə θ a ɪ ʔ
အသီး	ʔ ə θ í
အသုပ်	ʔ ə θ o ʊ ʔ
အသုပ်စုံ	ʔ ə θ o ʊ ʔ s ò ʊ ɴ
အသုဘ	ʔ a̰ θ ṵ b a̰
အသုံး	ʔ ə θ ó ʊ ɴ
အသုံးပြု	ʔ ə θ ó ʊ ɴ p j ṵ
အသေ	ʔ ə θ è
အသော	ʔ ə θ ɔ́
အသံ	ʔ ə θ à ɴ
အသံထွက်	ʔ ə θ à ɴ d w ɛ ʔ
အသျှင်	ʔ ə ʃ ɪ̀ ɴ
အသွားအလာ	ʔ ə θ w á ʔ ə l à
အာကာသ	ʔ à k à θ a̰
အာကာသစိုး	ʔ à k à θ a̰ z ó
အာကာသယာဉ်	ʔ à k à θ a̰ j ɪ̀ ɴ
အာခါ	ʔ à kʰ à
အာဂျင်တီးနား	ʔ à d͡ʑ ɪ̀ ɴ t í n á
အာစရိယ	ʔ à s a̰ ɹ ḭ j a̰
အာဇာနည်	ʔ à z à n ì
အာဇာနည်နေ့	ʔ à z à n ì n ḛ
အာဏာ	ʔ à n à
အာဏာရှင်	ʔ à n à ʃ ɪ̀ ɴ
အာဏာသိမ်း	ʔ à n à θ é ɪ ɴ
အာနီ	ʔ à n ì
အာနုဘော်	ʔ à n ṵ b ɔ̀
အာဖဂန်နစ်စတန်	ʔ à pʰ ə ɡ à ɴ n ɪ ʔ s ə t à ɴ
အာဖရိက	ʔ à pʰ ə ɹ ḭ k a̰
အာမခံ	ʔ à m a̰ ɡ à ɴ
အာမေဍိတ်	ʔ à m è d e ɪ ʔ
အာမေးနီးယား	ʔ à m é n í j á
အာယုဗ္ဗေဒ	ʔ à j o ʊ ʔ b è d a̰
အာရပ်	ʔ à ɹ a ʔ
အာရာမ	ʔ à j à m a̰
အာရာမ်	ʔ à j à ɴ
အာရိုက်	ʔ à j a ɪ ʔ
အာရုံကြော	ʔ à j ò ʊ ɴ d͡ʑ ɔ́
အာရှ	ʔ à ʃ a̰
အာလယ	ʔ à l ə j a̰
အာလာပသလ္လာပ	ʔ à l à p a̰ θ ə l à p a̰
အာလူး	ʔ à l ú
အာလူးပူရီ	ʔ à l ú p ù j ì
အာလူးဖုတ်	ʔ à l ú pʰ o ʊ ʔ
အာဝါဟဝိဝါဟ	ʔ à w à h a̰ w ḭ w à h a̰
အာဟာရ	ʔ à h à j a̰
အာဟာရဗေဒ	ʔ à h à j a̰ b è d a̰
အား	ʔ á
အားကစား	ʔ á ɡ ə z á
အားကိုး	ʔ á k ó
အားနည်း	ʔ á n ɛ́
အားနာ	ʔ á n à
အားလပ်ရက်	ʔ á l a ʔ j ɛ ʔ
အားလုံး	ʔ á l ó ʊ ɴ
အိတ်	ʔ e ɪ ʔ
အိန္ဒိယ	ʔ è ɪ ɴ d ḭ j a̰
အိန္ဒြာ	ʔ è ɪ ɴ d ɹ à
အိန္ဒြေ	ʔ è ɪ ɴ d ɹ è
အိပ်	ʔ e ɪ ʔ
အိပ်ခန်း	ʔ e ɪ ʔ kʰ á ɴ
အိပ်မက်	ʔ e ɪ ʔ m ɛ ʔ
အိပ်ရာ	ʔ e ɪ ʔ j à
အိပ်ရာလိပ်	ʔ e ɪ ʔ j à l e ɪ ʔ
အိမ်	ʔ è ɪ ɴ
အိမ်ထောင်	ʔ è ɪ ɴ tʰ à ʊ ɴ
အိမ်ထောင်	ʔ è ɪ ɴ d à ʊ ɴ
အိမ်ထောင်ပြု	ʔ è ɪ ɴ d à ʊ ɴ p j ṵ
အိမ်နီးချင်း	ʔ è ɪ ɴ n í d͡ʑ ɪ́ ɴ
အိမ်မြှောင်	ʔ è ɪ ɴ m̥ j à ʊ ɴ
အိမ်ရှေ့မင်း	ʔ è ɪ ɴ ʃ ḛ m ɪ́ ɴ
အိမ်လည်	ʔ è ɪ ɴ l è
အိမ်သာ	ʔ è ɪ ɴ ð à
အိမ်သူ	ʔ è ɪ ɴ ð ù
အို	ʔ ò
အိုက်စလန်	ʔ a ɪ ʔ s ə l à ɴ
အိုင်ဒီယာ	ʔ à ɪ ɴ d ì j à
အိုင်ဗရီကို့စ်	ʔ à ɪ ɴ b ə ɹ ì k o̰ s
အိုင်ယာလန်	ʔ à ɪ ɴ j ə l à ɴ
အိုင်အိုင်	ʔ à ɪ ɴ ʔ à ɪ ɴ
အိုဗာတင်း	ʔ ò b à t ɪ́ ɴ
အိုမန်	ʔ ò m à ɴ
အိုရှန်းနီးယား	ʔ ò ʃ á ɴ n í j á
အိုလံပစ်	ʔ ò l à ɴ p ɪ ʔ
အိုး	ʔ ó
အီကြာကွေး	ʔ ì t͡ɕ à k w é
အီကွေတာ	ʔ ì k w è t à
အီကွေတာဂီနီ	ʔ ì k w è t à ɡ ì n ì
အီကွေဒေါ	ʔ ì k w è d ɔ́
အီဂျစ်	ʔ ì d͡ʑ ɪ ʔ
အီစတာ	ʔ ì s ə t à
အီတလီ	ʔ ì t a̰ l ì
အီနောင်	ʔ ì n à ʊ ɴ
အီရတ်	ʔ ì ɹ a ʔ
အီရန်	ʔ ì ɹ à ɴ
အီရီထရီးယား	ʔ ì ɹ ì tʰ ə ɹ í j á
အီသီယိုးပီးယား	ʔ ì θ ì j ó p í j á
အီး	ʔ í
အီးပေါက်	ʔ í p a ʊ ʔ
အီးမေးလ်	ʔ í m é l
အုတ်	ʔ o ʊ ʔ
အုတ်ကြွပ်	ʔ o ʊ ʔ t͡ɕ ʊ ʔ
အုန်း	ʔ ó ʊ ɴ
အုန်းဆီ	ʔ ó ʊ ɴ z ì
အုန်းထမင်း	ʔ ó ʊ ɴ tʰ ə m ɪ́ ɴ
အုန်းနို့	ʔ ó ʊ ɴ n o̰
အုန်းနို့ခေါက်ဆွဲ	ʔ ó ʊ ɴ n o̰ kʰ a ʊ ʔ sʰ w ɛ́
အုန်းမှန်ကူ	ʔ ó ʊ ɴ m̥ à ɴ ɡ ù
အုံး	ʔ ó ʊ ɴ
အူ	ʔ ù
အူမကြီး	ʔ ù m a̰ d͡ʑ í
အောက်	ʔ a ʊ ʔ
အောက်ဆီဂျင်	ʔ a ʊ ʔ sʰ ì d͡ʑ ɪ̀ ɴ
အောက်တိုဘာ	ʔ a ʊ ʔ t ò b à
အောက်မြစ်	ʔ a ʊ ʔ m j ɪ ʔ
အောက်လွှတ်တော်	ʔ a ʊ ʔ l̥ ʊ ʔ t ɔ̀
အောက်သား	ʔ a ʊ ʔ ð á
အောင်	ʔ à ʊ ɴ
အောင်ပွဲ	ʔ à ʊ ɴ b w ɛ́
အောင်လံ	ʔ à ʊ ɴ l à ɴ
အော့	ʔ ɔ̰
အော့အန်	ʔ ɔ̰ ʔ à ɴ
အော်	ʔ ɔ̀
အော်တိုမေးရှင်း	ʔ ɔ̀ t ò m é ʃ ɪ́ ɴ
အော်ဒါ	ʔ ɔ̀ d à
အော်ပရာ	ʔ ɔ̀ p ə ɹ à
အေး	ʔ é
အဲဒါ	ʔ ɛ́ d à
အဲဒါဘာလဲ	ʔ ɛ́ d à b à l ɛ́
အဲဒီ	ʔ ɛ́ d ì
အဲဒီဟာ	ʔ ɛ́ d ì h à
အဲလစ်ဇဘက်	ʔ ɛ́ l ɪ ʔ z a̰ b ɛ ʔ
ဣန္ဒာ	ʔ ḭ n d à
ဣန္ဒြေ	ʔ è ɪ ɴ d ɹ è
ဣရိယာပုတ်	ʔ ḭ ɹ ḭ j à b o ʊ ʔ
ဥ	ʔ ṵ
ဥက္ကဌ	ʔ o ʊ ʔ k ə θ a̰
ဥက္ကာ	ʔ o ʊ ʔ k à
ဥက္ကာခဲ	ʔ o ʊ ʔ k à ɡ ɛ́
ဥက္ကာပျံ	ʔ o ʊ ʔ k à b j à ɴ
ဥဂ္ဂါ	ʔ ṵ ɡ ɡ à
ဥစ္စာ	ʔ o ʊ ʔ s à
ဥဇဘက်ကစ္စတန်	ʔ ṵ z ə b ɛ ʔ k ɪ ʔ s ə t à ɴ
ဥဏှဂူ	ʔ ò ʊ ɴ n̥ ə ɡ ù
ဥတု	ʔ ṵ d ṵ
ဥတ္တရ	ʔ o ʊ ʔ t ə j a̰
ဥတ္တရခဏ္ဍ	ʔ o ʊ ʔ t ə ɹ a̰ kʰ à n d a̰
ဥပဒေ	ʔ ṵ b a̰ d è
ဥပဒေပညာ	ʔ ṵ b ə d è p j ɪ̀ ɴ ɲ à
ဥပဓိရုပ်	ʔ ṵ p a̰ d ḭ j o ʊ ʔ
ဥပမာ	ʔ ṵ b ə m à
ဥပရာဇာ	ʔ ṵ p ə ɹ à z à
ဥပါကြယ်	ʔ ṵ p à t͡ɕ ɛ̀
ဥပါဒါန်	ʔ ṵ p à d à n
ဥပါယ်	ʔ ṵ p ɛ̀
ဥပါလိ	ʔ ṵ p à l ḭ
ဥပုသ်	ʔ ṵ b o ʊ ʔ
ဥပေက္ခါ	ʔ ṵ p ɛ ʔ kʰ à
ဥမင်	ʔ ṵ m ɪ̀ ɴ
ဥမ္မာ	ʔ ṵ m m à
ဥယျာဉ်	ʔ ṵ j ɪ̀ ɴ
ဥရုဂ္ဝေး	ʔ ṵ ɹ ù ɡ w é
ဥရောပ	ʔ ṵ ɹ ɔ́ p a̰
ဥုံ	ʔ ò ʊ ɴ
ဥဿဖရား	ʔ o ʊ ʔ θ ə pʰ ə j á
ဦလန်ဘာတာ	ʔ ù l à ɴ b à t à
ဦး	ʔ ú
ဦးကြီး	ʔ ú d͡ʑ í
ဦးချို	ʔ ú d͡ʑ ò
ဦးခွံ	ʔ ú ɡ ʊ̀ ɴ
ဦးစင်း	ʔ ú ' z ɪ́ ɴ
ဦးထုပ်	ʔ o ʊ ʔ tʰ o ʊ ʔ
ဦးနှောက်	ʔ ó ʊ ɴ n̥ a ʊ ʔ
ဦးပဉ္စင်း	ʔ ú b ə z ɪ́ ɴ
ဦးလေး	ʔ ú l é
ဧက	ʔ è k a̰
ဧကရာဇ်	ʔ è ɡ ə ɹ ɪ ʔ
ဧကရာဇ်	ʔ è ɡ ə j ɪ ʔ
ဧကရီ	ʔ è k ə j ì
ဧကာဒသမ	ʔ è k à d a̰ θ ə m a̰
ဧည့်	ʔ ḛ
ဧည့်သည်	ʔ ḛ ð è
ဧပြီ	ʔ è b j ì
ဩကာသ	ʔ ɔ́ ɡ à θ a̰
ဩဂုတ်	ʔ ɔ́ ɡ o ʊ ʔ
ဩစတြီးယား	ʔ ɔ́ s ə t ə ɹ ì j a̰
ဩစတြေးလျ	ʔ ɔ́ s ə t ə ɹ é l j a̰
ဩဇာ	ʔ ɔ́ z à
ဩဇာသီး	ʔ ɔ́ z à θ í
ဩဌဇ	ʔ ɔ́ tʰ ə z a̰
ဩရိဿ	ʔ ɔ́ ɹ e ɪ ʔ θ a̰
ဩသဓ	ʔ ɔ́ θ ə d a̰
၌	n̥ a ɪ ʔ
၍	j w ḛ
၎င်း	l ə ɡ à ʊ ɴ
၏	ʔ ḭ
