a	ɑː
wansian	w ɑ n s i ɑ n
wansælig	w ɑ n s æː l i j
warian	w ɑ r i ɑ n
warnian	w ɑ r n i ɑ n
waroþ	w ɑ r o θ
waru	w ɑ r u
wascan	w ɑ s k ɑ n
wase	w ɑː s e
wasend	w ɑː s e n d
wawa	w ɑː w ɑ
wawan	w ɑː w ɑ n
we	w eː
wea	w æ͜ɑː
wealas	w æ͜ɑː l ɑ s
wealcan	w æ͜ɑ l k ɑ n
wealcian	w æ͜ɑ l k i ɑ n
wealcol	w æ͜ɑ l k o l
weald	w æ͜ɑ l d
wealda	w æ͜ɑ l d ɑ
wealdan	w æ͜ɑ l d ɑ n
wealdend	w æ͜ɑ l d e n d
wealdende	w æ͜ɑ l d e n d e
wealh	w æ͜ɑ l x
wealhhafoc	w æ͜ɑ l x x ɑ f o k
wealhheafoc	w æ͜ɑ l x x æ͜ɑ f o k
wealhhnutu	w æ͜ɑ l x x n u t u
wealhstod	w æ͜ɑ l x s t o d
wealhþeow	w æ͜ɑ l x θ e͜oː w
weall	w æ͜ɑ l l
weallan	w æ͜ɑ l l ɑ n
weallian	w æ͜ɑ l l i ɑ n
wealwian	w æ͜ɑ l w i ɑ n
wean	w æ͜ɑː n
weana	w æ͜ɑː n ɑ
weard	w æ͜ɑ r d
weardian	w æ͜ɑ r d i ɑ n
weardsteall	w æ͜ɑ r d s t æ͜ɑ l l
wearg	w æ͜ɑ r ɡ
weargcweþan	w æ͜ɑ r ɡ k w e θ ɑ n
weargtreow	w æ͜ɑ r ɡ t r e͜oː w
wearh	w æ͜ɑ r x
wearm	w æ͜ɑ r m
wearn	w æ͜ɑ r n
wearnian	w æ͜ɑ r n i ɑ n
wearp	w æ͜ɑ r p
wearr	w æ͜ɑ r r
wearriht	w æ͜ɑ r r i x t
wearte	w æ͜ɑ r t e
weas	w æ͜ɑː s
weaspel	w æ͜ɑː s p e l
weaspell	w æ͜ɑː s p e l l
weatacen	w æ͜ɑː t ɑː k e n
weax	w æ͜ɑ k s
weaxan	w æ͜ɑ k s ɑ n
weaxcandel	w æ͜ɑ k s k ɑ n d e l
webb	w e b b
webba	w e b b ɑ
webbestre	w e b b e s t r e
weccan	w e t t͡ʃ ɑ n
wecg	w e j j
wecgan	w e j j ɑ n
wedan	w eː d ɑ n
wedd	w e d d
weddian	w e d d i ɑ n
weddung	w e d d u n ɡ
weden	w eː d e n
weder	w e d e r
wederas	w e d e r ɑ s
wedertacen	w e d e r t ɑː k e n
wedlac	w e d l ɑː k
wefan	w e f ɑ n
weg	w e j
wegan	w e ɡ ɑ n
wegas	w e ɡ ɑ s
wegleas	w e j l æ͜ɑː s
wehha	w e x x ɑ
wel	w e l
wela	w e l ɑ
weland	w eː l ɑ n d
welandes	w eː l ɑ n d e s
weler	w e l e r
welig	w e l i ɡ
welisc	w eː l i ʃ
well	w e l l
welund	w eː l u n d
welwillende	w e l w i l l e n d e
welwillendlice	w e l w i l l e n d l iː t͡ʃ e
welwillendnes	w e l w i l l e n d n e s
weman	w eː m ɑ n
wemman	w e m m ɑ n
wemmend	w e m m e n d
wemming	w e m m i n ɡ
wen	w eː n
wena	w eː n ɑ
wenan	w eː n ɑ n
wencel	w e n t͡ʃ e l
wendan	w e n d ɑ n
wendelsæ	w e n d e l s æː
wenden	w e n d e n
wending	w e n d i n ɡ
wendlas	w e n d l ɑ s
wendle	w e n d l e
wenian	w e n i ɑ n
weninga	w eː n i n ɡ ɑ
wenn	w e n n
wennan	w e n n ɑ n
wenunga	w eː n u n ɡ ɑ
weod	w e͜oː d
weodian	w e͜oː d i ɑ n
weodmonaþ	w e͜oː d m oː n ɑ θ
weofod	w e͜oː f o d
weoh	w e͜oː x
weohsmiþ	w e͜oː x s m i θ
weohstan	w e͜oː x s t ɑː n
weohstanes	w e͜oː x s t ɑː n e s
weohsteall	w e͜oː x s t æ͜ɑ l l
weoldon	w e͜oː l d o n
weoloc	w e͜o l o k
weorc	w e͜o r k
weorccræft	w e͜o r k k r æ f t
weorcdæg	w e͜o r k d æ j
weorchus	w e͜o r k x uː s
weorcræden	w e͜o r k r æː d e n
weorcsum	w e͜o r k s u m
weornan	w e͜o r n ɑ n
weorod	w e͜o r o d
weorold	w e͜o r o l d
weorolde	w e͜o r o l d e
weoroldræden	w e͜o r o l d r æː d e n
weorpan	w e͜o r p ɑ n
weorþ	w e͜o r θ
weorþan	w e͜o r θ ɑ n
weorþaþ	w e͜o r θ ɑ θ
weorþian	w e͜o r θ i ɑ n
weorþleas	w e͜o r θ l æ͜ɑː s
weorþlic	w e͜o r θ l iː t͡ʃ
weorþmynd	w e͜o r θ m y n d
weorþscipe	w e͜o r θ ʃ i p e
weorþung	w e͜o r θ u n ɡ
weosule	w e͜o s u l e
wepan	w eː p ɑ n
wer	w e r
wera	w e r ɑ
weras	w e r ɑ s
werc	w e r k
wercynn	w e r k y n n
werg	w e r ɡ
wergeld	w e r j e l d
wergield	w e r j i͜y l d
werhad	w e r x ɑː d
werian	w e r j ɑ n
werig	w eː r i j
werignes	w eː r i j n e s
werleas	w e r l æ͜ɑː s
werlic	w e r l iː t͡ʃ
werod	w e r o d
werwulf	w e r w u l f
wesan	w e s ɑ n
wesan	w eː s ɑ n
wese	w eː s e
wesend	w e s e n d
wesende	w e s e n d e
west	w e s t
westan	w e s t ɑ n
westan	w eː s t ɑ n
weste	w eː s t e
westen	w eː s t e n
westerne	w e s t e r n e
westseaxa	w e s t s æ͜ɑ k s ɑ
westseaxan	w e s t s æ͜ɑ k s ɑ n
westseaxe	w e s t s æ͜ɑ k s e
wexan	w e k s ɑ n
weðer	w e θ e r
weþe	w eː θ e
weþer	w e θ e r
wiber	w i b e r
wic	w iː t͡ʃ
wican	w iː k ɑ n
wicca	w i t t͡ʃ ɑ
wiccan	w i t t͡ʃ ɑ n
wicce	w i t t͡ʃ e
wiccecræft	w i t t͡ʃ e k r æ f t
wiccedom	w i t t͡ʃ e d oː m
wiccung	w i t t͡ʃ u n ɡ
wicdaga	w i k d ɑ ɡ ɑ
wicdæg	w i k d æ j
wicdæge	w i k d æ j e
wice	w i t͡ʃ e
wiceard	w iː t͡ʃ æ͜ɑ r d
wicg	w i j j
wicga	w i ɡ ɡ ɑ
wicing	w iː t͡ʃ i n ɡ
wicu	w i k u
wid	w iː d
wide	w iː d e
widewe	w i d e w e
widherian	w iː d x e r j ɑ n
widmære	w iː d m æː r e
widmærsian	w iː d m æː r s i ɑ n
widmærsung	w iː d m æː r s u n ɡ
widsiþ	w iː d s iː θ
widsæ	w iː d s æː
widuwa	w i d u w ɑ
widuwe	w i d u w e
wieldan	w i͜y l d ɑ n
wielisc	w i͜yː l i ʃ
wiellan	w i͜y l l ɑ n
wielm	w i͜y l m
wieltan	w i͜y l t ɑ n
wielwan	w i͜y l w ɑ n
wierdan	w i͜y r d ɑ n
wiergan	w i͜y r j ɑ n
wiergen	w i͜y r j e n
wiergnes	w i͜y r j n e s
wiergþu	w i͜y r ɡ θ u
wiernan	w i͜y r n ɑ n
wierrest	w i͜y r r e s t
wiers	w i͜y r s
wiersa	w i͜y r s ɑ
wierþe	w i͜y r θ e
wif	w iː f
wifel	w i f e l
wifer	w i f e r
wiffeax	w iː f f æ͜ɑ k s
wiffreond	w iː f f r e͜oː n d
wifgemana	w iː f j e m ɑː n ɑ
wifhad	w iː f x ɑː d
wifhand	w iː f x ɑ n d
wifhired	w iː f x iː r e d
wifian	w iː f i ɑ n
wifleas	w iː f l æ͜ɑː s
wiflic	w iː f l iː t͡ʃ
wifman	w iː f m ɑ n
wifmann	w iː f m ɑ n n
wifmenn	w iː f m e n n
wig	w iː j
wiga	w i ɡ ɑ
wigan	w iː ɡ ɑ n
wigbora	w iː j b o r ɑ
wigbære	w iː j b æː r e
wigend	w iː ɡ e n d
wiges	w iː ɡ e s
wighelm	w iː j x e l m
wigle	w i ɡ l e
wiglere	w i ɡ l e r e
wiglian	w i ɡ l i ɑ n
wiglung	w i ɡ l u n ɡ
wigmann	w iː j m ɑ n n
wigsmiþ	w iː j s m i θ
wigstan	w iː j s t ɑː n
wigweorþung	w iː j w e͜o r θ u n ɡ
wih	w iː x
wihstan	w iː x s t ɑː n
wihstanes	w iː x s t ɑː n e s
wiht	w i x t
wihtland	w i x t l ɑ n d
wihtsæta	w i x t s æː t ɑ
wihtwara	w i x t w ɑ r ɑ
wihtware	w i x t w ɑ r e
wil	w i l
wilcuma	w i l k u m ɑ
wilddeor	w i l d d e͜oː r
wilde	w i l d e
wildor	w i l d o r
wilgesiþ	w i l j e s iː θ
wilian	w i l i ɑ n
wilige	w i l i j e
wilige	w i l i ɡ e
wilisc	w iː l i ʃ
willa	w i l l ɑ
willan	w i l l ɑ n
willian	w i l l i ɑ n
wiln	w iː l n
wilnian	w i l n i ɑ n
wilnung	w i l n u n ɡ
wilræd	w i l r æː d
wilspell	w i l s p e l l
wiltun	w i l t uː n
wiltunisc	w i l t uː n i ʃ
wiltunscir	w i l t uː n ʃ iː r
wilweorþung	w i l w e͜o r θ u n ɡ
wimpel	w i m p e l
win	w iː n
winberge	w iː n b e r j e
winberige	w iː n b e r i j e
wincel	w i n t͡ʃ e l
wincian	w i n k i ɑ n
wind	w i n d
windan	w i n d ɑ n
windbære	w i n d b æː r e
winde	w i n d e
windig	w i n d i j
windruncen	w iː n d r u n k e n
windscofl	w i n d ʃ o f l
windwian	w i n d w i ɑ n
wine	w i n e
wineard	w iː n æ͜ɑ r d
wined	w i n e d
winemæg	w i n e m æː j
winescipe	w i n e ʃ i p e
winestra	w i n e s t r ɑ
wingeard	w iː n j æ͜ɑ r d
winhate	w iː n x ɑː t e
winnan	w i n n ɑ n
winstre	w i n s t r e
winter	w i n t e r
winterbiter	w i n t e r b i t e r
winterburna	w i n t e r b u r n ɑ
winterceald	w i n t e r t͡ʃ æ͜ɑ l d
wintercearig	w i n t e r t͡ʃ æ͜ɑ r i j
winterdun	w i n t e r d uː n
winterdæg	w i n t e r d æ j
winterfeorm	w i n t e r f e͜o r m
winterfylleþ	w i n t e r f y l l e θ
wintergegang	w i n t e r j e ɡ ɑ n ɡ
wintergerim	w i n t e r j e r iː m
wintergetæl	w i n t e r j e t æ l
wintergeweorp	w i n t e r j e w e͜o r p
wintergewæde	w i n t e r j e w æː d e
winterhus	w i n t e r x uː s
winterlic	w i n t e r l iː t͡ʃ
winterlæcan	w i n t e r l æː t͡ʃ ɑ n
winterrim	w i n t e r r iː m
winterscur	w i n t e r ʃ uː r
winterselde	w i n t e r s e l d e
winterset	w i n t e r s e t
wintersetl	w i n t e r s e t l
wintersufel	w i n t e r s u f e l
wintertid	w i n t e r t iː d
winterwylle	w i n t e r w y l l e
wintreow	w iː n t r e͜oː w
wintrig	w i n t r i j
wintrog	w iː n t r o ɡ
wiodu	w i͜u d u
wipian	w iː p i ɑ n
wir	w iː r
wis	w iː s
wisa	w iː s ɑ
wisdom	w iː s d oː m
wise	w iː s e
wisian	w iː s i ɑ n
wisle	w iː s l e
wisleland	w iː s l e l ɑ n d
wislemuþa	w iː s l e m uː θ ɑ
wislice	w iː s l iː t͡ʃ e
wisnes	w iː s n e s
wist	w i s t
wistan	w iː s t ɑː n
wiste	w i s t e
wit	w i t
wita	w i t ɑ
witan	w i t ɑ n
witan	w iː t ɑ n
wite	w iː t e
witega	w iː t e ɡ ɑ
witegestre	w iː t e ɡ e s t r e
witegian	w iː t e ɡ i ɑ n
witena	w i t e n ɑ
witga	w iː t ɡ ɑ
witge	w iː t j e
witgestre	w iː t j e s t r e
witgian	w iː t ɡ i ɑ n
witgung	w iː t ɡ u n ɡ
witigdom	w iː t i j d oː m
witleas	w i t l æ͜ɑː s
witleast	w i t l æ͜ɑː s t
witnes	w i t n e s
witnian	w iː t n i ɑ n
witod	w i t o d
witodlic	w i t o d l iː t͡ʃ
witodlice	w i t o d l iː t͡ʃ e
witt	w i t t
wittig	w i t t i j
wituma	w i t u m ɑ
witword	w i t w o r d
wixlan	w i k s l ɑ n
wiðersaca	w i θ e r s ɑ k ɑ
wiðsæcgan	w i θ s æ j j ɑ n
wiþ	w i θ
wiþblawan	w i θ b l ɑː w ɑ n
wiþbregdan	w i θ b r e j d ɑ n
wiþceosan	w i θ t͡ʃ e͜oː s ɑ n
wiþcostian	w i θ k o s t i ɑ n
wiþcwedennes	w i θ k w e d e n n e s
wiþcweþan	w i θ k w e θ ɑ n
wiþercrist	w i θ e r k r i s t
wiþercweþan	w i θ e r k w e θ ɑ n
wiþercyrr	w i θ e r t͡ʃ y r r
wiþerhabban	w i θ e r x ɑ b b ɑ n
wiþerhlinian	w i θ e r x l i n i ɑ n
wiþerian	w i θ e r i ɑ n
wiþersaca	w i θ e r s ɑ k ɑ
wiþersæc	w i θ e r s æ k
wiþerwinna	w i θ e r w i n n ɑ
wiþfaran	w i θ f ɑ r ɑ n
wiþfon	w i θ f oː n
wiþgan	w i θ ɡ ɑː n
wiþgripan	w i θ ɡ r iː p ɑ n
wiþhabban	w i θ x ɑ b b ɑ n
wiþheardian	w i θ x æ͜ɑ r d i ɑ n
wiþhycgan	w i θ x y j j ɑ n
wiþig	w iː θ i j
wiþinnan	w i θ i n n ɑ n
wiþlædan	w i θ l æː d ɑ n
wiþmetan	w i θ m e t ɑ n
wiþmetendlic	w i θ m e t e n d l iː t͡ʃ
wiþmetenlic	w i θ m e t e n l iː t͡ʃ
wiþmetennes	w i θ m e t e n n e s
wiþsacan	w i θ s ɑ k ɑ n
wiþsacendlic	w i θ s ɑ k e n d l iː t͡ʃ
wiþsecgan	w i θ s e j j ɑ n
wiþsettan	w i θ s e t t ɑ n
wiþsprecan	w i θ s p r e k ɑ n
wiþstandan	w i θ s t ɑ n d ɑ n
wiþteon	w i θ t e͜oː n
wiþutan	w i θ uː t ɑ n
wiþweorpan	w i θ w e͜o r p ɑ n
wiþþe	w i θ θ e
wiþþingian	w i θ θ i n ɡ i ɑ n
wlacu	w l ɑ k u
wlanc	w l ɑ n k
wlancian	w l ɑ n k i ɑ n
wlancum	w l ɑ n k u m
wlatian	w l ɑː t i ɑ n
wlencan	w l e n t͡ʃ ɑ n
wlencu	w l e n k u
wlisp	w l i s p
wlitan	w l iː t ɑ n
wlite	w l i t e
wlitebeorht	w l i t e b e͜o r x t
wliteleas	w l i t e l æ͜ɑː s
wlitig	w l i t i j
wlæc	w l æ k
wlætian	w l æː t i ɑ n
wlætta	w l æː t t ɑ
wocon	w oː k o n
wod	w oː d
woda	w oː d ɑ
woden	w oː d e n
wodnes	w oː d n e s
wodnesdæg	w oː d n e s d æ j
wogere	w oː ɡ e r e
wogian	w oː ɡ i ɑ n
woh	w oː x
wohbogen	w oː x b o ɡ e n
wohceapung	w oː x t͡ʃ æ͜ɑː p u n ɡ
wohdom	w oː x d oː m
wohdæd	w oː x d æː d
wohfotede	w oː x f oː t e d e
wohfremmende	w oː x f r e m m e n d e
wohful	w oː x f u l
wohfull	w oː x f u l l
wohfulnes	w oː x f u l n e s
wohgeorn	w oː x j e͜o r n
wohgestreon	w oː x j e s t r e͜oː n
wohhandede	w oː x x ɑ n d e d e
wohhian	w o x x i ɑ n
wohhæmed	w oː x x æː m e d
wohhæmende	w oː x x æː m e n d e
wohhæmere	w oː x x æː m e r e
wohlic	w oː x l iː t͡ʃ
wohlice	w oː x l iː t͡ʃ e
wohnes	w oː x n e s
wohsum	w oː x s u m
wol	w oː l
wolberende	w oː l b e r e n d e
wolberendlic	w oː l b e r e n d l iː t͡ʃ
wolbryne	w oː l b r y n e
wolbærnes	w oː l b æː r n e s
wolcen	w o l k e n
wolcn	w o l k n
wolde	w o l d e
woldon	w o l d o n
woldæg	w oː l d æ j
wolgewinn	w oː l j e w i n n
wolnes	w oː l n e s
wom	w oː m
woma	w oː m ɑ
womm	w o m m
wong	w o n ɡ
wop	w oː p
worc	w o r k
word	w o r d
worda	w o r d ɑ
worde	w o r d e
wordfæst	w o r d f æ s t
wordgecwide	w o r d j e k w i d e
wordhord	w o r d x o r d
wordig	w o r d i j
wordlaþu	w o r d l ɑ θ u
wordmittung	w o r d m i t t u n ɡ
wordpredicung	w o r d p r e d i k u n ɡ
wordsawere	w o r d s ɑː w e r e
worhana	w o r x ɑ n ɑ
worian	w oː r i ɑ n
woriend	w oː r i e n d
woriende	w oː r i e n d e
worn	w o r n
worold	w o r o l d
woroldar	w o r o l d ɑː r
woruld	w o r u l d
woruldlic	w o r u l d l iː t͡ʃ
worð	w o r θ
worþ	w o r θ
wos	w oː s
woþ	w oː θ
wracu	w r ɑ k u
wrang	w r ɑ n ɡ
wrað	w r ɑː θ
wraþ	w r ɑː θ
wraþu	w r ɑ θ u
wrecan	w r e k ɑ n
wrecca	w r e t t͡ʃ ɑ
wreccan	w r e t t͡ʃ ɑ n
wrecend	w r e k e n d
wrecnes	w r e k n e s
wrecscipe	w r e k ʃ i p e
wregan	w r eː j ɑ n
wregendlic	w r eː j e n d l iː t͡ʃ
wrenc	w r e n t͡ʃ
wrencan	w r e n t͡ʃ ɑ n
wrenna	w r e n n ɑ
wreon	w r e͜oː n
wreþian	w r e θ i ɑ n
wrid	w r iː d
wrigian	w r iː j i ɑ n
wringan	w r i n ɡ ɑ n
wrist	w r i s t
writ	w r i t
writan	w r iː t ɑ n
writaþ	w r iː t ɑ θ
writere	w r iː t e r e
writing	w r iː t i n ɡ
wrixlan	w r i k s l ɑ n
wriþan	w r iː θ ɑ n
wroht	w r oː x t
wrohtsawere	w r oː x t s ɑː w e r e
wrot	w r oː t
wrotan	w r oː t ɑ n
wrung	w r u ŋ
wrungon	w r u n ɡ o n
wræc	w r æ k
wræcca	w r æ t t͡ʃ ɑ
wræclast	w r æ k l ɑː s t
wræclastas	w r æ k l ɑː s t ɑ s
wræne	w r æː n e
wrætlic	w r æː t l iː t͡ʃ
wrætt	w r æː t t
wræþan	w r æː θ ɑ n
wræþþo	w r æː θ θ o
wræþþu	w r æː θ θ u
wucu	w u k u
wudere	w u d e r e
wudian	w u d i ɑ n
wudig	w u d i j
wudiht	w u d i x t
wudu	w u d u
wudubora	w u d u b o r ɑ
wudubære	w u d u b æː r e
wuducoc	w u d u k o k
wuduculfre	w u d u k u l f r e
wudufeoh	w u d u f e͜o x
wudufugol	w u d u f u ɡ o l
wudufæsten	w u d u f æ s t e n
wuduhana	w u d u x ɑ n ɑ
wuduielfen	w u d u i͜y l f e n
wuduland	w u d u l ɑ n d
wudulic	w u d u l iː t͡ʃ
wudulæs	w u d u l æː s
wuduræden	w u d u r æː d e n
wudusnite	w u d u s n iː t e
wuduwasa	w u d u w ɑː s ɑ
wuduwe	w u d u w e
wuduweard	w u d u w æ͜ɑ r d
wuduælfen	w u d u æ l f e n
wuduþistel	w u d u θ i s t e l
wuffa	w u f f ɑ
wuldor	w u l d o r
wuldorbeag	w u l d o r b æ͜ɑː ɡ
wuldorbeagian	w u l d o r b æ͜ɑː ɡ i ɑ n
wuldorbeah	w u l d o r b æ͜ɑː x
wuldorcyning	w u l d o r k y n i n ɡ
wuldordream	w u l d o r d r æ͜ɑː m
wuldorfull	w u l d o r f u l l
wuldorfullian	w u l d o r f u l l i ɑ n
wuldorfullice	w u l d o r f u l l iː t͡ʃ e
wuldorfæder	w u l d o r f æ d e r
wuldorgast	w u l d o r ɡ ɑː s t
wuldorgeflogena	w u l d o r j e f l o ɡ e n ɑ
wuldorgeweorc	w u l d o r j e w e͜o r k
wuldorgifu	w u l d o r j i f u
wuldorgimm	w u l d o r j i m m
wuldorhama	w u l d o r x ɑ m ɑ
wuldorheap	w u l d o r x æ͜ɑː p
wuldorhelm	w u l d o r x e l m
wuldorlean	w u l d o r l æ͜ɑː n
wuldorlic	w u l d o r l iː t͡ʃ
wuldorlice	w u l d o r l iː t͡ʃ e
wuldormaga	w u l d o r m ɑː ɡ ɑ
wuldornyttung	w u l d o r n y t t u n ɡ
wuldorsang	w u l d o r s ɑ n ɡ
wuldorsped	w u l d o r s p eː d
wuldorspedig	w u l d o r s p eː d i j
wuldorwerod	w u l d o r w e r o d
wuldorword	w u l d o r w o r d
wuldorþrymm	w u l d o r θ r y m m
wuldrian	w u l d r i ɑ n
wuldrig	w u l d r i j
wuldrung	w u l d r u n ɡ
wulf	w u l f
wulfgar	w u l f ɡ ɑː r
wulfgares	w u l f ɡ ɑː r e s
wulfheard	w u l f x æ͜ɑ r d
wulfheort	w u l f x e͜o r t
wulflaf	w u l f l ɑː f
wulfræd	w u l f r æː d
wulfstan	w u l f s t ɑː n
wulfwyn	w u l f w y n
wull	w u l l
wuna	w u n ɑ
wund	w u n d
wunde	w u n d e
wundena	w u n d e n ɑ
wundes	w u n d e s
wundian	w u n d i ɑ n
wundne	w u n d n e
wundor	w u n d o r
wundorful	w u n d o r f u l
wundorgiefu	w u n d o r j i͜y f u
wundorlic	w u n d o r l iː k
wundorlic	w u n d o r l iː t͡ʃ
wundorlice	w u n d o r l iː t͡ʃ e
wundortacen	w u n d o r t ɑː k e n
wundortacn	w u n d o r t ɑː k n
wundra	w u n d r ɑ
wundrian	w u n d r i ɑ n
wundum	w u n d u m
wunian	w u n i ɑ n
wunne	w u n n e
wunnon	w u n n o n
wunung	w u n u n ɡ
wurde	w u r d e
wurma	w u r m ɑ
wurþan	w u r θ ɑ n
wurþaþ	w u r θ ɑ θ
wusc	w uː s k
wuscbearn	w uː s k b æ͜ɑ r n
wyda	w y d ɑ
wylf	w y l f
wylfen	w y l f e n
wyllan	w y l l ɑ n
wyllen	w y l l e n
wylm	w y l m
wynflæd	w y n f l æ d
wynful	w y n f u l
wynfull	w y n f u l l
wynfæst	w y n f æ s t
wynleas	w y n l æ͜ɑː s
wynlic	w y n l iː t͡ʃ
wynn	w y n n
wynsum	w y n s u m
wynsumness	w y n s u m n e s s
wyrcan	w y r t͡ʃ ɑ n
wyrcean	w y r t͡ʃ ɑ n
wyrcend	w y r t͡ʃ e n d
wyrcing	w y r t͡ʃ i n ɡ
wyrcung	w y r t͡ʃ u n ɡ
wyrd	w y r d
wyrdan	w y r d ɑ n
wyrdstæf	w y r d s t æ f
wyrgan	w y r j ɑ n
wyrgen	w y r j e n
wyrgþu	w y r ɡ θ u
wyrhta	w y r x t ɑ
wyrhtan	w y r x t ɑ n
wyrm	w y r m
wyrmcynn	w y r m k y n n
wyrmread	w y r m r æ͜ɑː d
wyrms	w y r m s
wyrnan	w y r n ɑ n
wyrp	w y r p
wyrrest	w y r r e s t
wyrs	w y r s
wyrsa	w y r s ɑ
wyrst	w y r s t
wyrt	w y r t
wyrtdrenc	w y r t d r e n t͡ʃ
wyrtgemang	w y r t j e m ɑ n ɡ
wyrtian	w y r t i ɑ n
wyrtmete	w y r t m e t e
wyrtruma	w y r t r u m ɑ
wyrttruma	w y r t t r u m ɑ
wyrttun	w y r t t uː n
wyrtweard	w y r t w æ͜ɑ r d
wyrþe	w y r θ e
wyscan	w yː ʃ ʃ ɑ n
wæcan	w æː k ɑ n
wæccan	w æ t t͡ʃ ɑ n
wæcce	w æ t t͡ʃ e
wæcnan	w æ k n ɑ n
wæd	w æ d
wæd	w æː d
wæfersien	w æ f e r s i͜yː n
wæflian	w æ f l i ɑ n
wæg	w æ j
wæg	w æː j
wæge	w æː j e
wægholm	w æː j x o l m
wægn	w æ j n
wægnwyrhta	w æ j n w y r x t ɑ
wæl	w æ l
wælcyrge	w æ l k y r j e
wælfyllo	w æ l f y l l o
wælhreow	w æ l x r e͜oː w
wælhreowlice	w æ l x r e͜oː w l iː t͡ʃ e
wælhreownes	w æ l x r e͜oː w n e s
wælniþ	w æ l n iː θ
wælreow	w æ l r e͜oː w
wælreowa	w æ l r e͜oː w ɑ
wælreowan	w æ l r e͜oː w ɑ n
wælreowe	w æ l r e͜oː w e
wælreowena	w æ l r e͜oː w e n ɑ
wælreowes	w æ l r e͜oː w e s
wælreowne	w æ l r e͜oː w n e
wælreowra	w æ l r e͜oː w r ɑ
wælreowre	w æ l r e͜oː w r e
wælreowum	w æ l r e͜oː w u m
wælsceaftas	w æ l ʃ æ͜ɑ f t ɑ s
wælstow	w æ l s t oː w
wæn	w æː n
wæpen	w æː p e n
wæpengetæc	w æː p e n j e t æ k
wæpenhus	w æː p e n x uː s
wæpn	w æː p n
wæpnedcynn	w æː p n e d k y n n
wæpnedhand	w æː p n e d x ɑ n d
wæpnedmann	w æː p n e d m ɑ n n
wæpnes	w æː p n e s
wæpnhus	w æː p n x uː s
wæpnian	w æː p n i ɑ n
wæpnu	w æː p n u
wæpnum	w æː p n u m
wæpnwifestre	w æː p n w iː f e s t r e
wæps	w æ p s
wær	w æ r
wær	w æː r
wærc	w æ r t͡ʃ
wære	w æː r e
wærgenga	w æ r ɡ e n ɡ ɑ
wæringwic	w æː r i n ɡ w iː t͡ʃ
wæringwicscir	w æː r i n ɡ w iː t͡ʃ ʃ iː r
wærloga	w æː r l o ɡ ɑ
wærnoþ	w æ r n oː θ
wærnoþ	w æː r n oː θ
wærsagol	w æ r s ɑ ɡ o l
wærwyrde	w æ r w y r d e
wæs	w æ s
wæsc	w æ ʃ
wæscan	w æ s k ɑ n
wæscern	w æ s k e r n
wæsp	w æ s p
wæstling	w æ s t l i n ɡ
wæstm	w æ s t m
wæstmbære	w æ s t m b æː r e
wæstmbærnes	w æ s t m b æː r n e s
wæstmbæru	w æ s t m b æː r u
wæstmian	w æ s t m i ɑ n
wæstmleas	w æ s t m l æ͜ɑː s
wæstmlic	w æ s t m l iː t͡ʃ
wæstmsceatt	w æ s t m ʃ æ͜ɑ t t
wæt	w æː t
wætan	w æː t ɑ n
wæter	w æ t e r
wæteradl	w æ t e r ɑː d l
wæterflod	w æ t e r f l oː d
wætergefeall	w æ t e r j e f æ͜ɑ l l
wætergelæt	w æ t e r j e l æː t
wæterian	w æ t e r i ɑ n
wæterig	w æ t e r i j
wæterleas	w æ t e r l æ͜ɑː s
wæterlic	w æ t e r l iː t͡ʃ
wæternædre	w æ t e r n æː d r e
wæterpund	w æ t e r p u n d
wæterseoc	w æ t e r s e͜oː k
wæterseocnes	w æ t e r s e͜oː k n e s
wæterstream	w æ t e r s t r æ͜ɑː m
wæterung	w æ t e r u n ɡ
wæteryþ	w æ t e r yː θ
wætres	w æ t r e s
wæx	w æ k s
wœstan	w øː s t ɑ n
xerxis	k s e r k s i s
yce	yː t͡ʃ e
yfel	y f e l
yfela	y f e l ɑ
yfelcweþan	y f e l k w e θ ɑ n
yfele	y f e l e
yfelsian	y f e l s i ɑ n
yfelsung	y f e l s u n ɡ
yfelum	y f e l u m
yfelwillende	y f e l w i l l e n d e
yfelwillendnes	y f e l w i l l e n d n e s
yfemest	y f e m e s t
yferra	y f e r r ɑ
yld	y l d
ylda	y l d ɑ
yldan	y l d ɑ n
ylde	y l d e
ylp	y l p
ylpend	y l p e n d
ymb	y m b
ymbbindan	y m b b i n d ɑ n
ymbceorfan	y m b t͡ʃ e͜o r f ɑ n
ymbcierran	y m b t͡ʃ i͜y r r ɑ n
ymbcyrr	y m b t͡ʃ y r r
ymbcyrran	y m b t͡ʃ y r r ɑ n
ymbe	y m b e
ymbeardian	y m b æ͜ɑ r d i ɑ n
ymbeardiende	y m b æ͜ɑ r d i e n d e
ymbfaran	y m b f ɑ r ɑ n
ymbfon	y m b f oː n
ymbfær	y m b f æ r
ymbfæreld	y m b f æ r e l d
ymbgan	y m b ɡ ɑː n
ymbgang	y m b ɡ ɑ n ɡ
ymbgangan	y m b ɡ ɑ n ɡ ɑ n
ymbgyrdan	y m b ɡ y r d ɑ n
ymbhabban	y m b x ɑ b b ɑ n
ymbhealdan	y m b x æ͜ɑ l d ɑ n
ymbhon	y m b x oː n
ymbhringan	y m b x r i n j ɑ n
ymbhweorfan	y m b x w e͜o r f ɑ n
ymbhycgan	y m b x y j j ɑ n
